KIC	consensus	evol-1	evol-2	evol-3	evol-4	spectroscopic
8008492	RGB	RGB	RGB	RGB	RGB	UpperRGB
8009339	RC	RC	RC	RC	RC	RC(S)
8015956	RGB	RGB	RGB	RGB	RGB	RGB(S)
8016118	2CL	RC	RC	2CL	2CL	RC(S)
8016119	RGB	RGB	RGB	RGB	RGB	UpperRGB
8017159	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8017898	RGB	RGB	RC	RGB	RGB	RGB(S)
8018464	RGB	RGB	RGB	RC	RGB	RGB(S)
8018575	RGB	U	RGB	RGB	RGB	UpperRGB
8019020	RC	check	RC	RC	RC	RC(S)
8023581	RGB	RGB	RGB	RGB	RGB	RGB(S)
8023982	RC/U	U	RC	RC	U	RC(S)
8026963	RGB	RGB	RGB	RGB	RGB	RGB(S)
8027609	RGB	RGB	RC	RGB	U	RGB(S)
8028908	RGB	RGB	RGB	RGB	RGB	RGB(S)
8037095	RGB	RGB	RGB	U	RGB	UpperRGB
8037100	RGB	RGB	RGB	RGB	RGB	UpperRGB
8038347	RGB	RGB	RGB	RGB	RGB	RGB(S)
8039063	RGB	RGB	RGB	RGB	RGB	RGB(S)
8039416	RC	RC	RC	RC	RC	RC(S)
8040267	RGB	RGB	RGB	RGB	RGB	RGB(S)
8040763	RGB	RGB	RC	RGB	RGB	RGB(S)
8041612	RGB	RGB	RGB	RGB	RGB	UpperRGB
8041904	RGB	RGB	RC	RGB	U	RGB(S)
8042126	RGB	RGB	RGB	RGB	RGB	RGB(S)
8043596	RGB	RGB	RGB	RGB	RGB	RGB(S)
8044218	RGB	RGB	RGB	RGB	RGB	RGB(S)
8045883	RC	RC	RC	RC	RC	RC(S)
8046212	RGB	RGB	RC	RGB	RGB	RGB(S)
8046439	RC/2CL	RC	RC	2CL	RGB	RC(S)
8051694	RC	RC	RC	RGB	RC	RC(S)
8053949	RGB	RGB	RC	RGB	RGB	RC(S)
8054055	RGB	RGB	RGB	RGB	RGB	RGB(S)
8055041	2CL/U	U	RC	2CL	U	RC(S)
8055108	RGB	RGB	RGB	RGB	RGB	RGB(S)
8056874	RC/2CL	RC	RC	2CL	RGB	RC(S)
8057047	RGB	RGB	RGB	RGB	RGB	RGB(S)
8057180	RGB	RGB	RGB	RGB	RGB	RGB(S)
8058062	RGB	RGB	RGB	RGB	RGB	RGB(S)
8073887	RGB	RGB	RGB	RGB	RGB	RGB(S)
8074326	RC	RC	RC	RC	RC	RC(S)
8077790	RGB	RGB	RGB	RGB	RGB	RGB(S)
8078554	RC	RC	RC	RC	RC	RC(S)
8081069	RC	RC	RC	RGB	RC	RC(S)
8081145	RGB	RGB	RGB	RGB	RGB	UpperRGB
8081278	RGB	RGB	RGB	RGB	RGB	RGB(S)
8081535	RC	RC	RC	RC	RC	RC(S)
8081636	RGB	RGB	RGB	RGB	U	RGB(S)
8081853	RGB	RGB	RGB	RGB	U	UpperRGB
8082339	RGB	RGB	RGB	RGB	RC	RGB(S)
8082494	RC	RC	RC	RC	RC	RC(S)
8082913	RGB	RGB	RGB	RGB	RGB	UpperRGB
8085217	RGB	RGB	RGB	U	RGB	UpperRGB
8085964	2CL	RC	RC	2CL	2CL	RC(S)
8086192	RGB	RGB	RGB	RGB	RGB	RGB(S)
8087067	RGB	RGB	RGB	RGB	RGB	RGB(S)
8088143	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8088198	RC	RC	RC	RC	RC	RC(S)
8088244	RC	RC	RGB	RC	RC	RC(S)
8090356	RGB/AGB	RGB	RGB	AGB	U	UpperRGB
8091157	RGB	RGB	RGB	RGB	RGB	RGB(S)
8091492	RGB	RGB	RC	RGB	RGB	RGB(S)
8092097	RGB	RC	RGB	RGB	RGB	RC(S)
8092466	RGB	RGB	RGB	RGB	RGB	RGB(S)
8093877	RGB	RGB	RGB	RGB	U	RGB(S)
8094277	RGB	RGB	RGB	2CL	RGB	RGB(S)
8094602	RGB	RGB	RGB	RGB	RGB	RGB(S)
8094889	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8094948	RGB	RGB	RGB	RGB	RGB	RGB(S)
8097755	RC	RC	RC	RC	RC	RC(S)
8097831	RGB	RGB	RGB	RGB	RGB	RGB(S)
8097926	RC	RC	RC	RC	RC	RC(S)
8098454	RGB	RGB	RGB	RGB	U	RGB(S)
8098590	RGB	RGB	U	RGB	RGB	RGB(S)
8098608	RGB	RGB	RGB	RGB	RGB	RGB(S)
8099073	RC	RC	RC	RC	RC	RC(S)
8099102	RGB	RGB	RGB	RGB	U	RGB(S)
8104771	RC/2CL	RC	RC	2CL	RGB	RC(S)
8106525	RGB	RGB	RC	RGB	RGB	RC(S)
8107079	RGB	RGB	RGB	RGB	RGB	RGB(S)
8107227	2CL	RC	RC	2CL	2CL	RC(S)
8107355	RGB	RGB	RGB	RGB	U	RGB(S)
8107831	RC	RC	RC	RGB	RC	RC(S)
8107984	RGB	RGB	RGB	RGB	U	RGB(S)
8108732	RGB	RGB	RGB	RGB	RGB	RGB(S)
8110811	2CL	RC	RC	2CL	2CL	RC(S)
8111302	RGB	U	RGB	RGB	RGB	RGB(S)
8111705	2CL	RC	RC	2CL	2CL	RC(S)
8112377	RGB	RGB	RGB	RGB	RGB	RGB(S)
8112523	RGB	RGB	RC	RGB	RGB	RGB(S)
8115488	RGB	RGB	RGB	RGB	RGB	RGB(S)
8120076	RC	RC	RC	RC	RC	RC(S)
8123432	RGB	RGB	RGB	RGB	RGB	RGB(S)
8123810	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
8123843	RGB	RGB	RGB	RGB	U	RGB(S)
8124622	2CL	RC	RC	2CL	2CL	RC(S)
8125993	U	RGB	RC	U	U	UpperRGB
8126282	U	U	RC	U	U	RC(S)
8126531	RGB	RGB	RC	RGB	RGB	RGB(S)
8127582	RGB	RGB	RGB	RGB	RGB	RGB(S)
8127707	RGB	RGB	RGB	RGB	U	RGB(S)
8129047	RGB	RGB	RGB	RGB	RGB	RGB(S)
8142438	RGB	RGB	RGB	RGB	RGB	RGB(S)
8142943	RC	RC	RGB	RC	RC	RC(S)
8144467	RGB	RGB	RGB	RGB	RGB	RGB(S)
8144529	RGB	RGB	RGB	RGB	U	RGB(S)
8145152	RGB	RGB	RGB	RGB	RGB	RGB(S)
8145176	RC	RC	RGB	RC	RC	RC(S)
8145311	RGB	U	RC	RGB	RGB	RGB(S)
8145590	RC/2CL	RC	RC	2CL	RGB	RC(S)
8148993	RC	U	RC	RC	RC	RC(S)
8149325	RC	RC	RC	RC	RC	RC(S)
8149536	RC	RC	RC	RC	RC	RC(S)
8151314	RC	RC	RC	RC	RC	RC(S)
8153309	RGB	RGB	RGB	RGB	U	RGB(S)
8154383	RGB	RGB	RGB	RGB	RGB	RGB(S)
8154541	RC	RC	RC	RC	RC	RC(S)
8154693	RGB	RGB	RGB	RGB	RGB	RGB(S)
8154799	RGB	RGB	RGB	RGB	RGB	RGB(S)
8154817	RGB	RGB	RGB	RGB	U	RGB(S)
8158382	RGB	RGB	RGB	RGB	RGB	RGB(S)
8159241	RGB	RGB	RGB	RGB	RGB	UpperRGB
8160419	RGB	RGB	RGB	RGB	RGB	RGB(S)
8160428	RGB	RGB	RGB	RGB	RGB	RGB(S)
8160590	RC	RC	RC	RC	RC	RC(S)
8160637	RGB	RGB	RGB	RGB	RGB	RGB(S)
8162345	RGB	RGB	RGB	RGB	RGB	RGB(S)
8162973	RGB	RGB	RGB	RGB	RGB	RGB(S)
8163250	RGB	RGB	RGB	RGB	RGB	RGB(S)
8164254	RGB	RGB	RGB	RGB	RGB	RGB(S)
8164977	RC	RC	RC	RC	RC	RC(S)
8165094	RGB	RGB	RGB	RGB	RGB	RGB(S)
8165159	RGB	U	RGB	RGB	RGB	RGB(S)
8165444	RC	RC	RC	RC	RC	RC(S)
8166918	RGB	RGB	RGB	RGB	U	RGB(S)
8167335	RGB	RGB	RC	RGB	RGB	RGB(S)
8168080	RGB	RGB	RGB	RGB	U	RGB(S)
8172679	RGB	RGB	RGB	RGB	RGB	RGB(S)
8172720	RC	RC	RC	RGB	RC	RC(S)
8172784	RGB	U	RGB	RGB	RGB	RGB(S)
8172877	RGB	RGB	RGB	RGB	RGB	RGB(S)
8173036	RC	check	RC	RC	RC	RC(S)
8173148	RC	RC	RC	RC	RC	RC(S)
8173581	RGB	RGB	RC	RGB	RGB	RC(S)
8173696	RGB	RGB	RGB	RGB	RGB	UpperRGB
8173725	RC	RC	RC	RC	RC	RC(S)
8173921	RGB	RGB	RGB	RGB	RGB	RGB(S)
8174161	RGB	RGB	RC	RGB	U	RGB(S)
8175027	RGB	RGB	RC	RGB	RGB	RGB(S)
8175438	RC	RC	RC	RC	U	RC(S)
8175678	RGB	RGB	RGB	RGB	RGB	RGB(S)
8176259	RGB	RGB	RC	RGB	RGB	RGB(S)
8176543	RGB	RGB	RGB	RGB	RGB	UpperRGB
8176733	RGB	RGB	RGB	RGB	RGB	UpperRGB
8176777	RGB	RGB	RGB	RGB	RGB	RGB(S)
8176893	RGB	RGB	RC	RGB	RGB	RGB(S)
8176905	RGB	RGB	RGB	RGB	RGB	UpperRGB
8178600	RC	RC	RC	RC	RC	RC(S)
8179973	U	?	?	RGB	U	RGB(S)
8181700	RC	RC	RC	RC	RC	RC(S)
8188772	RGB	RGB	RGB	RGB	RGB	RGB(S)
8191905	RGB	RGB	RGB	RGB	RGB	RGB(S)
8192188	RGB	U	RGB	RGB	RGB	UpperRGB
8192753	RGB	RGB	?	RGB	U	RGB(S)
8192892	RGB	check	RGB	RGB	RGB	RGB(S)
8195153	RGB	check	RGB	RGB	RGB	RGB(S)
8195595	RGB	RGB	RGB	RGB	RGB	RGB(S)
8196436	RGB	RGB	RGB	RGB	U	RGB(S)
8197210	RC	RC	RC	RC	RC	RC(S)
8197719	2CL	RC	RC	2CL	2CL	RC(S)
8210306	RGB	RGB	RGB	RGB	RGB	RGB(S)
8211573	RGB	RGB	RC	RGB	RGB	RGB(S)
8212479	RGB	RGB	RGB	RGB	RGB	RGB(S)
8212786	RGB	RGB	RGB	RGB	RGB	RGB(S)
8213138	RGB	RGB	RGB	RGB	RGB	RGB(S)
8213984	RC/2CL	RC	RC	2CL	RC	RC(S)
8217125	RGB	RGB	RGB	RGB	RGB	RGB(S)
8217514	RC	RC	RC	RC	RC	RC(S)
8217977	RC	RC	RC	RC	RC	RC(S)
8218419	U	RGB	?	U	U	UpperRGB
8218568	RGB	U	RGB	RGB	RGB	RGB(S)
8218803	RGB	RGB	RGB	RGB	RGB	UpperRGB
8218906	RC	U	RC	RC	RC	RC(S)
8219000	RGB	RGB	RGB	RGB	U	RGB(S)
8219022	RGB	RGB	RGB	RGB	RGB	RGB(S)
8219070	RC	RC	RC	RC	U	RC(S)
8219125	RGB	RGB	RGB	RGB	RGB	RGB(S)
8219268	RGB	RGB	RGB	RGB	RGB	RGB(S)
8222189	RGB	RGB	RC	U	RGB	RGB(S)
8222691	RC	RC	RGB	RC	RC	RC(S)
8222944	RGB	RGB	RGB	RGB	RGB	RGB(S)
8223014	RGB	RGB	RGB	RGB	U	RGB(S)
8223463	RGB	RGB	RC	RGB	RGB	RGB(S)
8223927	RGB	RGB	RGB	RGB	RGB	RGB(S)
8225839	RC	RC	RC	RC	U	RC(S)
8227312	RC	RC	RGB	RC	U	RC(S)
8228880	RGB	RGB	RC	RGB	RGB	RGB(S)
8230578	2CL	RC	RGB	2CL	2CL	RC(S)
8230626	U	RGB	RGB	U	U	RC(S)
8231947	RGB	RGB	RGB	RGB	RGB	UpperRGB
8232017	RGB	RGB	RGB	RGB	RGB	RGB(S)
8232262	2CL/U	U	RC	2CL	U	RC(S)
8232851	RC	RC	RC	RC	RC	RC(S)
8233775	RGB	RGB	RGB	RGB	RGB	RGB(S)
8233917	RC	RC	RC	RC	RC	RC(S)
8234394	RC	U	RC	RC	RC	RC(S)
8234900	RGB	RGB	RGB	RGB	RGB	RGB(S)
8235013	RC	RC	RC	RC	RC	RC(S)
8235144	RGB	RGB	RC	RGB	RGB	RGB(S)
8235448	RGB	RGB	RGB	RGB	U	RGB(S)
8241402	RC	RC	RC	RC	RC	RC(S)
8243314	RGB	RGB	RC	RGB	RGB	RGB(S)
8244769	RGB	U	RGB	RGB	RGB	RGB(S)
8246635	RC	RC	RC	RC	RC	RC(S)
8247851	RC	RC	RC	RC	U	RC(S)
8248041	RGB	RGB	RC	RGB	RGB	RGB(S)
8248948	RGB	RGB	RGB	RGB	U	RGB(S)
8249714	RGB	RGB	RGB	2CL	RGB	RGB(S)
8250333	RGB	RGB	RGB	RGB	RGB	RGB(S)
8250489	RGB	RGB	RGB	RGB	U	RGB(S)
8255956	RC	RC	RC	RC	U	RC(S)
8256020	RGB	RGB	RGB	RGB	RGB	RGB(S)
8258311	RC	RC	RC	RC	RC	RC(S)
8258413	U	U	RC	U	U	RC(S)
8258630	RGB	RGB	RGB	RGB	RGB	RGB(S)
8259226	RGB	RGB	RGB	RGB	RGB	RGB(S)
8260055	RC	RC	RC	RC	RC	RC(S)
8260453	RC	RC	RC	RC	RC	RC(S)
8260689	RGB	RGB	RGB	RGB	RGB	RGB(S)
8262338	RGB	RGB	RGB	RGB	U	RGB(S)
8264006	RC	check	RC	RC	RC	RGB(S)
8264079	RGB	RGB	RGB	RGB	RGB	RGB(S)
8277043	RGB	RGB	RC	RGB	RGB	RGB(S)
8277362	RGB	RGB	RGB	RGB	U	RGB(S)
8277879	RGB	RGB	RGB	RGB	RGB	RGB(S)
8278906	RC	RC	RC	RC	RC	RC(S)
8283356	RGB	RGB	RGB	RGB	RGB	RGB(S)
8283646	RGB	RGB	RC	RGB	RGB	RGB(S)
8283958	RGB	RGB	RGB	RGB	U	RGB(S)
8284032	RGB	RGB	RGB	RGB	U	RGB(S)
8284510	RC	RC	RC	RC	RC	RC(S)
8284682	RC	RC	RC	RC	RC	RC(S)
8285025	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
8285510	RGB	RGB	RGB	RGB	RGB	RGB(S)
8285712	RGB	check	RGB	RGB	RGB	UpperRGB
8288164	RC	RC	RC	RC	RC	RC(S)
8288278	RGB	RGB	RGB	RGB	RGB	UpperRGB
8292681	RC	RC	RC	RC	RC	RC(S)
8293158	RC	RC	RC	RC	RC	RC(S)
8293291	RC/2CL	RC	RC	2CL	RC	RC(S)
8293345	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8293686	RGB	check	RGB	RGB	RGB	UpperRGB
8294303	RGB	RGB	RGB	U	RGB	UpperRGB
8296548	RC/U	U	RC	RC	U	RC(S)
8296709	RGB	U	RGB	RGB	RGB	UpperRGB
8296729	RGB	RGB	RGB	RGB	U	RGB(S)
8299489	RGB	RGB	RGB	RGB	RGB	RGB(S)
8299922	2CL	RC	RC	2CL	2CL	RC(S)
8300692	RC	RC	RC	RC	RC	RC(S)
8300747	RGB	RGB	RGB	RGB	RGB	UpperRGB
8301180	RGB	RGB	RC	RGB	U	RGB(S)
8301905	RGB	RGB	RGB	RGB	RGB	RGB(S)
8302107	RGB	RGB	RGB	RGB	RGB	UpperRGB
8307149	RGB	RGB	RGB	RGB	RGB	RGB(S)
8307548	2CL	RC	RC	2CL	2CL	RC(S)
8307630	RC	RC	RC	RC	RC	RC(S)
8309890	RGB	RGB	RGB	RGB	RGB	RGB(S)
8310792	U	U	RC	2CL	U	RC(S)
8312324	RGB	RGB	RGB	RGB	RGB	RGB(S)
8312512	RGB	RGB	RGB	RGB	RGB	RGB(S)
8314240	RGB	RGB	RGB	RGB	RGB	RGB(S)
8314514	RC/U	U	RC	RC	U	RC(S)
8315796	RGB	RGB	RGB	RGB	RGB	RGB(S)
8316412	RGB	RGB	RGB	RGB	RGB	RGB(S)
8323295	RGB	RGB	RGB	RGB	RGB	RGB(S)
8324636	RC	RC	?	RC	RC	notDone
8325630	RGB	U	RGB	RGB	RGB	UpperRGB
8325764	RC	U	RC	RC	RC	RGB(S)
8328390	RGB	RGB	RC	RGB	RGB	RGB(S)
8328668	RGB	U	RGB	RGB	RGB	RGB(S)
8330598	RC	RC	RC	RC	RC	RC(S)
8332266	RGB	RGB	RGB	RGB	RGB	RGB(S)
8343654	RGB	RGB	RC	RGB	RGB	RGB(S)
8345076	RGB	RGB	RGB	RGB	RGB	UpperRGB
8346238	RC	RC	RC	RC	RC	RC(S)
8348568	RC	RC	RC	RC	RC	RC(S)
8348765	U	check	RC	U	U	RC(S)
8349350	RC	RC	RC	RC	RC	RC(S)
8349732	RGB	RGB	RGB	RGB	RGB	RGB(S)
8350443	RC	RC	RC	RC	RC	RC(S)
8350645	RGB	RGB	RC	RGB	RGB	RGB(S)
8350894	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8354896	RGB	RGB	RGB	RGB	RGB	RGB(S)
8357852	RGB	RGB	RGB	RGB	RGB	RGB(S)
8358665	RGB	RGB	RGB	RGB	RGB	UpperRGB
8359169	RC/2CL	RC	RC	2CL	RC	RC(S)
8359180	RGB	RGB	RGB	RGB	U	RGB(S)
8359997	RGB	RGB	RGB	RGB	U	RGB(S)
8360297	RGB	RGB	RGB	RGB	RGB	RGB(S)
8360334	RC	RC	RC	RC	RC	RC(S)
8361996	RC	RC	RC	RC	RC	RC(S)
8362163	U	U	RGB	U	RGB	RGB(S)
8362623	RGB	check	RGB	RGB	RGB	RGB(S)
8363272	2CL	RC	RC	2CL	2CL	RC(S)
8363443	RC	RC	RC	RC	U	RC(S)
8363613	RC	RC	RC	RC	RC	RC(S)
8364363	RC	RC	RC	RC	RC	RC(S)
8364578	RC	RC	RC	RC	RC	RC(S)
8364786	RGB	RGB	RGB	RGB	RGB	RGB(S)
8365018	2CL	RC	RC	2CL	2CL	RC(S)
8365052	2CL	U	RC	2CL	2CL	RGB(S)
8365522	RC/2CL	RC	RC	2CL	RC	RC(S)
8365782	U	RGB	RC	2CL	U	RC(S)
8365909	RGB	RGB	RGB	RGB	U	RGB(S)
8366239	RGB	RGB	RGB	RGB	RGB	RGB(S)
8366262	RGB	RGB	RC	RGB	RGB	RGB(S)
8366486	U	RGB	RC	RC	U	RC(S)
8366758	RC	U	RC	RC	RC	RC(S)
8367834	RC	RC	RC	RC	U	RC(S)
8374104	U	RC	RC	RGB	RGB	RC(S)
8375240	RGB	RGB	RGB	RGB	RGB	RGB(S)
8377116	RC	RC	RC	RC	RC	RC(S)
8377200	RC	RC	RC	RC	RC	RC(S)
8377727	RC	RC	RC	RC	RC	RGB(S)
8378462	2CL	RC	RC	2CL	2CL	RC(S)
8378481	RGB	RGB	RGB	RGB	RGB	RGB(S)
8378653	2CL	RC	RC	RGB	2CL	RC(S)
8379490	RC	RC	RC	RC	RC	RC(S)
8379613	RGB	RGB	RGB	RGB	RGB	RGB(S)
8380242	RC	RC	RC	RC	RC	RC(S)
8381246	RGB	U	RGB	RGB	RGB	RGB(S)
8381505	RGB	RGB	RGB	RGB	RGB	UpperRGB
8382339	RC	RC	RC	RC	RC	RC(S)
8385961	RGB	RGB	RGB	RGB	RGB	RGB(S)
8386283	RGB	RGB	RGB	RGB	RGB	RGB(S)
8386337	RGB	RGB	RC	RGB	RGB	RGB(S)
8386537	RC	U	RC	RC	RC	RC(S)
8386921	RC	RC	RC	RC	RC	RC(S)
8387412	RGB	RGB	RGB	RGB	RGB	UpperRGB
8389200	U	U	RC	RC	U	RC(S)
8389387	RGB/AGB	U	RGB	AGB	RGB	RGB(S)
8389696	RGB	U	RGB	RGB	RGB	RGB(S)
8391175	RGB	RGB	RGB	RGB	RGB	RGB(S)
8391532	RC/2CL	RC	RC	2CL	RGB	RC(S)
8391545	RGB	RGB	RGB	RGB	RGB	RGB(S)
8394035	2CL	RC	RC	2CL	2CL	RC(S)
8394175	RGB	U	RGB	RGB	RGB	RGB(S)
8394497	RC/2CL	RC	RC	2CL	RGB	RC(S)
8395097	RGB	RGB	RGB	RGB	RGB	RGB(S)
8395153	RGB	RGB	RC	RGB	U	RGB(S)
8395466	U	U	RC	U	U	RC(S)
8396782	2CL	U	RC	2CL	2CL	RC(S)
8397081	2CL/U	U	RC	2CL	U	RC(S)
8408920	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8409983	RC	RC	RC	RC	RC	RC(S)
8410006	RGB	RGB	RGB	RGB	U	RGB(S)
8410529	RC	RC	RC	RC	RC	RC(S)
8410818	RC	RC	RC	RC	RC	RC(S)
8414512	RC	RC	RC	RC	RC	RC(S)
8414518	2CL	RC	RC	2CL	2CL	RC(S)
8415501	RGB	RGB	RGB	RGB	RGB	RGB(S)
8415616	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
8416447	RGB	RGB	RGB	RGB	RGB	RGB(S)
8417184	RGB	RGB	RGB	RGB	RGB	UpperRGB
8417711	RC	RC	RC	RC	RC	RC(S)
8418309	RGB	RGB	RGB	RGB	RGB	RGB(S)
8418437	RC	RC	RC	U	RC	RC(S)
8423171	2CL	RC	RC	2CL	2CL	RC(S)
8423426	RGB	RGB	RGB	RGB	RGB	RGB(S)
8423708	RGB	RGB	RGB	RGB	RGB	RGB(S)
8424298	RGB	RGB	RGB	RGB	RGB	RGB(S)
8424785	RC	RC	RC	RC	RC	RGB(S)
8425507	RGB	RGB	RGB	RGB	RGB	RGB(S)
8426108	RGB	RGB	RGB	RGB	RGB	UpperRGB
8426672	RGB	RGB	RGB	RGB	RGB	RGB(S)
8426743	RC	RC	RC	RC	RC	RGB(S)
8426868	RGB	RGB	?	RGB	RGB	notDone
8428095	RGB	RGB	RC	RGB	RGB	RGB(S)
8430504	RGB	RGB	RGB	RGB	RGB	RGB(S)
8431063	RGB	RGB	RGB	RGB	RGB	RGB(S)
8431241	RC	RC	RC	RC	RC	RC(S)
8431479	RGB	RGB	RC	RGB	RGB	RGB(S)
8431695	RGB	RGB	RGB	RGB	RGB	RGB(S)
8432219	RC	RC	RC	RC	RC	RC(S)
8432239	RGB	RGB	RC	RGB	U	RGB(S)
8432800	RGB	RGB	RGB	RGB	RGB	RGB(S)
8440248	RGB	RGB	RGB	RGB	RGB	RGB(S)
8441160	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8441683	RGB	RGB	RGB	RGB	RGB	RGB(S)
8442289	RGB	RGB	RGB	RGB	RGB	UpperRGB
8445814	RGB	RGB	RGB	RGB	RGB	RGB(S)
8451486	RGB	RGB	RGB	RGB	RGB	RGB(S)
8453896	RGB	check	RGB	RGB	RGB	RGB(S)
8454209	RGB	RGB	RGB	RGB	RGB	UpperRGB
8454772	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
8456004	U	U	RGB	U	RGB	RGB(S)
8458124	RGB	RGB	RC	RGB	RGB	RGB(S)
8458459	RGB	RGB	RGB	RGB	RGB	RGB(S)
8458519	RC	RC	RC	RC	RC	RC(S)
8458954	RGB	RGB	RGB	RGB	RGB	RGB(S)
8459085	RGB	RGB	RGB	RGB	RGB	RGB(S)
8459156	RGB	RGB	RGB	U	RGB	UpperRGB
8460569	RGB	U	RGB	RGB	RGB	UpperRGB
8461449	2CL	RC	RC	2CL	2CL	RC(S)
8461659	2CL	RC	RC	2CL	2CL	RC(S)
8462113	RGB	U	RGB	RGB	RGB	UpperRGB
8462775	U	U	RGB	U	U	RC(S)
8462934	2CL	RC	RC	2CL	2CL	RC(S)
8475025	RGB	RGB	RGB	RGB	RGB	RGB(S)
8475164	RC	RC	RC	RC	RC	RC(S)
8475511	RGB	RGB	RGB	RGB	RGB	UpperRGB
8476245	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
8476554	RGB	RGB	RGB	RGB	RGB	RGB(S)
8478436	RC	RC	RC	RC	RC	RGB(S)
8478478	RGB	RGB	RGB	RGB	RGB	RGB(S)
8478550	RC	RC	RC	RGB	RC	RC(S)
8479182	RC	RC	RC	RC	U	RGB(S)
8479383	RC	RC	RC	U	RC	RGB(S)
8479780	RC	RC	RC	RC	RC	RC(S)
8480097	RGB	RGB	RGB	RGB	RGB	RGB(S)
8480205	RGB	RGB	RGB	RGB	RGB	RGB(S)
8480233	RC	RC	RC	RC	RC	RC(S)
8480313	RC	RC	RC	RC	RC	RC(S)
8480446	U	U	RGB	U	RGB	UpperRGB
8481174	RGB	RGB	RGB	RGB	U	RGB(S)
8481765	RC	RC	RC	RC	RC	RC(S)
8482522	RC	RC	?	RC	RC	RC(S)
8482769	RC	RC	RC	RC	RC	RC(S)
8482944	RC	RC	RC	RC	RC	RC(S)
8487905	U	check	RC	2CL	RGB	RC(S)
8489832	RC	RC	RC	RC	RC	RC(S)
8491147	RC	RC	RC	RC	RC	RC(S)
8491197	RGB	RGB	RGB	RGB	RGB	RGB(S)
8491283	RC	RC	RC	RC	RC	RC(S)
8493827	RC	RC	RC	RC	RC	RC(S)
8493969	RGB	RGB	RGB	RGB	RGB	RGB(S)
8494160	RGB	RGB	RGB	RGB	RGB	RGB(S)
8495082	RGB	RGB	RGB	RGB	RGB	UpperRGB
8495124	RGB	RGB	RGB	RGB	RGB	UpperRGB
8495626	RGB	RGB	RC	RGB	U	RGB(S)
8496042	RC	RC	RC	RC	RC	RC(S)
8505072	RGB	check	RGB	RGB	RGB	RGB(S)
8506096	RC	RC	RC	RC	RC	RC(S)
8506788	RC	RC	RC	RC	RC	RC(S)
8506816	RGB	RGB	RGB	RGB	RGB	RGB(S)
8507295	RGB	RGB	RGB	RGB	RGB	RGB(S)
8507397	RC	RC	RC	RC	RC	RC(S)
8507484	RGB	RGB	RC	RGB	RGB	RGB(S)
8510560	RGB	RGB	RC	RGB	RGB	RGB(S)
8515390	RC/2CL	RC	RC	2CL	RGB	RC(S)
8518198	RGB	RGB	RGB	RGB	RGB	RGB(S)
8518402	2CL	U	RC	2CL	2CL	RC(S)
8518881	RGB	RGB	RGB	RGB	RGB	RGB(S)
8522040	RC	RC	RC	RC	RC	RC(S)
8522050	U	RC	RGB	RGB	2CL	RGB(S)
8524315	RGB	RGB	RGB	RGB	RGB	RGB(S)
8524633	RGB	RGB	RGB	RGB	RGB	RGB(S)
8525251	RC/U	U	RC	RC	U	RC(S)
8525359	RGB	RGB	RGB	RGB	RGB	RGB(S)
8526108	RC	RC	RC	RC	RC	RC(S)
8527188	RGB	U	RGB	RGB	RGB	RGB(S)
8538793	RGB	RGB	RGB	RGB	RGB	RGB(S)
8539201	RC	RC	RGB	RC	RC	RC(S)
8540034	RGB	RGB	RGB	RGB	RGB	RGB(S)
8540384	RC	RC	RC	RC	RC	RC(S)
8540615	RC	RC	RC	RC	RC	RC(S)
8540767	U	RC	RC	U	U	RC(S)
8540820	RC	RC	RC	RC	RC	RC(S)
8542964	RGB	RGB	RGB	RGB	RGB	RGB(S)
8543200	RC	RC	RC	RC	RC	RC(S)
8543569	RGB	RGB	RGB	RGB	RGB	RGB(S)
8543727	RGB	RGB	RGB	RGB	RGB	UpperRGB
8544483	RGB	RGB	RGB	RGB	RGB	RGB(S)
8545067	RGB	RGB	RGB	RGB	U	RGB(S)
8545291	RGB	RGB	RGB	RGB	RGB	RGB(S)
8545504	RGB	RGB	RGB	RGB	RGB	RGB(S)
8545861	RC	RC	RC	RC	RC	RC(S)
8546146	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
8547085	RGB	RGB	RGB	RGB	U	RGB(S)
8547122	RC	RC	RC	RC	RC	RC(S)
8547469	RC	RC	RC	RC	RC	RC(S)
8547653	U	RC	RGB	U	RGB	RC(S)
8547669	RGB	RGB	RGB	RGB	U	RGB(S)
8552581	RGB	RGB	RGB	RGB	RGB	RGB(S)
8552947	RC	RC	RC	RC	RC	RC(S)
8555265	RGB	RGB	RC	RGB	RGB	RC(S)
8555599	RGB	RGB	RGB	RGB	RGB	RGB(S)
8555914	RC	RC	RC	RC	RC	RC(S)
